"","name","value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios"
"857",857,"Domingo 7  @domingo7th 42m 42 minutes ago More CARLOS URZÚA RENUNCIA A LA SECRETARÍA DE HACIENDA; ACUSA DECISIONES DE POLÍTICA PÚBLICA SIN SUSTENTO http://domingo7.com.mx/carlos-urzua-renuncia-a-la-secretaria-de-hacienda-acusa-decisiones-de-politica-publica-sin-sustento/ … Reply Retweet Like","Domingo 7  ","@domingo7th ","2019-07-09",NA,NA,NA,"CARLOS URZÚA RENUNCIA A LA SECRETARÍA DE HACIENDA; ACUSA DECISIONES DE POLÍTICA PÚBLICA SIN SUSTENTO http://domingo7.com.mx/carlos-urzua-renuncia-a-la-secretaria-de-hacienda-acusa-decisiones-de-politica-publica-sin-sustento/ …","","","CARLOS, URZÚA, RENUNCIA, LA, SECRETARÍA, DE, HACIENDA, ACUSA, DECISIONES, DE, POLÍTICA, PÚBLICA, SIN, SUSTENTO"
"858",858,"Juan Pérez Martínez  @juanperezmartin 42m 42 minutes ago More Juan Pérez Martínez Retweeted Carlos Urzúa ¿Será que por la edad el ahora exsecretario de Hacienda Carlos Urzúa no pudo con el papel?  La 4T implica atención de tiempo completo, 7 días a la semana. Aún así, vale la pena revisar sus argumentos.  Juan Pérez Martínez added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.  Reply Retweet 1 Like 2","Juan Pérez Martínez  ","@juanperezmartin ","2019-07-09",1,2,NA,"Juan Pérez Martínez Retweeted Carlos Urzúa ¿Será que por la edad el ahora exsecretario de Hacienda Carlos Urzúa no pudo con el papel?  La 4T implica atención de tiempo completo, 7 días a la semana. Aún así, vale la pena revisar sus argumentos.  Juan Pérez Martínez added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.","","@CarlosUrzuaSHCP","Juan, Pérez, Martínez, Retweeted, Carlos, Urzúa, Será, Hacienda, Carlos, Urzúa, La, Aún, Juan, Pérez, Martínez, Carlos, Urzúa, Verified, Agradezco, México"
"859",859,"CXNoticias  @CXNoticia 42m 42 minutes ago More #CXNoticiasMX #Nacional |Tras la renuncia de Urzúa, AMLO nombró a Arturo Herrera como nuevo secretario de Hacienda http://cxnoticias.com/tras-la-renuncia-de-urzua-amlo-nombro-a-arturo-herrera-como-nuevo-secretario-de-hacienda/ … vía @CX Noticias Reply Retweet Like","CXNoticias  ","@CXNoticia ","2019-07-09",NA,NA,NA,"#CXNoticiasMX #Nacional |Tras la renuncia de Urzúa, AMLO nombró a Arturo Herrera como nuevo secretario de Hacienda http://cxnoticias.com/tras-la-renuncia-de-urzua-amlo-nombro-a-arturo-herrera-como-nuevo-secretario-de-hacienda/ … vía @CX Noticias","#CXNoticiasMX, #Nacional","@CX","CXNoticiasMX, Nacional, Tras, Urzúa, AMLO, Arturo, Herrera, Hacienda, Noticias"
"860",860,"Isabel Gomez  @isa_gomezl 42m 42 minutes ago More Replying to @AlxArmendariz @lopezobrador_ Yo lo estaría esto es un cagadero y lo dijo Urzúa Reply Retweet Like","Isabel Gomez  ","@isa_gomezl ","2019-07-09",NA,NA,NA,"REPLYING TO @AlxArmendariz @lopezobrador_ Yo lo estaría esto es un cagadero y lo dijo Urzúa","","@AlxArmendariz, @lopezobrador_","Yo, Urzúa"
"861",861,"Jovani Javier Garcia Cortes.  @giojjgc 42m 42 minutes ago More Renuncia Carlos Urzúa a la Secretaría de Hacienda y Crédito Público  Reply Retweet Like","Jovani Javier Garcia Cortes","@giojjgc ","2019-07-09",NA,NA,NA,".Renuncia Carlos Urzúa a la Secretaría de Hacienda y Crédito Público","","","Renuncia, Carlos, Urzúa, Secretaría, Hacienda, Crédito, Público"
"862",862,"Keity Blancas  @KeityBlancas94 42m 42 minutes ago More https://www.forbes.com.mx/amlo-designa-a-arturo-herrera-como-secretario-de-hacienda-tras-renuncia-de-urzua/ … #ÚLTIMAHORA AMLO anunció que Arturo Herrera continuará en la Secretaría de Hacienda como su titular, en lugar de Carlos Urzúa. Reply Retweet Like","Keity Blancas  ","@KeityBlancas94 ","2019-07-09",NA,NA,NA,"https://www.forbes.com.mx/amlo-designa-a-arturo-herrera-como-secretario-de-hacienda-tras-renuncia-de-urzua/ … #ÚLTIMAHORA AMLO anunció que Arturo Herrera continuará en la Secretaría de Hacienda como su titular, en lugar de Carlos Urzúa.","#ÚLTIMAHORA","","LTIMAHORA, AMLO, Arturo, Herrera, Secretaría, Hacienda, Carlos, Urzúa"
"863",863,"RadarMx  @Radar_Mex 42m 42 minutes ago More Nombramiento de Arturo Herrera como titular de #SHCP en sustitución de Carlos Urzúa Reply Retweet Like","RadarMx  ","@Radar_Mex ","2019-07-09",NA,NA,NA,"Nombramiento de Arturo Herrera como titular de #SHCP en sustitución de Carlos Urzúa","#SHCP","","Nombramiento, Arturo, Herrera, SHCP, Carlos, Urzúa"
"864",864,"Radius Noticias  @Radius_Noticias 42m 42 minutes ago More Estalla Urzúa; deja al Gobierno - Vía @reforma Reply Retweet Like","Radius Noticias  ","@Radius_Noticias ","2019-07-09",NA,NA,NA,"Estalla Urzúa; deja al Gobierno - Vía @reforma","","@reforma","Estalla, Urzúa, Gobierno, Vía"
"865",865,"Avanza sin Tranza  @avanzasintranza 42m 42 minutes ago More Imponderables que la autocracia no puede detener. Mucho menos preveer. Pero sí sufrir. Se dispara el dólar a 19.55 X 1 por renuncia de C. Urzúa. Reply Retweet Like","Avanza sin Tranza  ","@avanzasintranza ","2019-07-09",NA,NA,NA,"Imponderables que la autocracia no puede detener. Mucho menos preveer. Pero sí sufrir. Se dispara el dólar a 19.55 X 1 por renuncia de C. Urzúa.","","","Imponderables, Mucho, Pero, Se, Urzúa"
"866",866,"aleksweb  @aleksweb 42m 42 minutes ago More aleksweb Retweeted Andrés Manuel Grave que AMLO parezca insinuar que Urzúa no entendió que eran ""otros tiempos"", de ""cambio"".   Y más grave la cara de Herrera, mientras AMLO repite su propaganda, en medio de esta situación.  aleksweb added, 6:46 Andrés Manuel Verified account  @lopezobrador_ Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad.… Reply 3 Retweet 2 Like 6","aleksweb  ","@aleksweb ","2019-07-09",2,6,3,"aleksweb Retweeted Andrés Manuel Grave que AMLO parezca insinuar que Urzúa no entendió que eran ""otros tiempos"", de ""cambio"".   Y más grave la cara de Herrera, mientras AMLO repite su propaganda, en medio de esta situación.  aleksweb added, 6:46 Andrés Manuel Verified account  @lopezobrador_ Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad.…","","@lopezobrador_","Retweeted, Andrés, Manuel, Grave, AMLO, Urzúa, Herrera, AMLO, Andrés, Manuel, Verified, Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez, Economía"
"867",867,"DALI  @clubultra 42m 42 minutes ago More Quien crees que podría sustituir a Carlos Urzua en hacienda Reply 1 Retweet 9 Like 5","DALI  ","@clubultra ","2019-07-09",9,5,1,"Quien crees que podría sustituir a Carlos Urzua en hacienda","","","Quien, Carlos, Urzua"
"868",868,"Miguel Polanco  @magomezpolanco 42m 42 minutes ago More Miguel Polanco Retweeted Andrés Manuel A todo dar la rapidez, presi (ojalá así hablara también).  Ora ya nomás quedamos a la espera de que nos explique con sus ya tradicionales “otros datos” a qué se refería Urzua con lo del influyentismo, conflicto de interés y designación de funcionarios sin conocimiento, por fis.  Miguel Polanco added, 6:46 Andrés Manuel Verified account  @lopezobrador_ Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad.… Reply Retweet Like","Miguel Polanco  ","@magomezpolanco ","2019-07-09",NA,NA,NA,"Miguel Polanco Retweeted Andrés Manuel A todo dar la rapidez, presi (ojalá así hablara también).  Ora ya nomás quedamos a la espera de que nos explique con sus ya tradicionales “otros datos” a qué se refería Urzua con lo del influyentismo, conflicto de interés y designación de funcionarios sin conocimiento, por fis.  Miguel Polanco added, 6:46 Andrés Manuel Verified account  @lopezobrador_ Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad.…","","@lopezobrador_","Miguel, Polanco, Retweeted, Andrés, Manuel, Ora, Urzua, Miguel, Polanco, Andrés, Manuel, Verified, Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez, Economía"
"869",869,"Pausa  @paucalderon_ 42m 42 minutes ago More Por que ahora los anti AMLO sí defienden y apoyan a Carlos Urzúa cuando siete meses era un inepto y de tonto no lo bajaban? Reply Retweet Like","Pausa  ","@paucalderon_ ","2019-07-09",NA,NA,NA,"Por que ahora los anti AMLO sí defienden y apoyan a Carlos Urzúa cuando siete meses era un inepto y de tonto no lo bajaban?","","","Por, AMLO, Carlos, Urzúa"
"870",870,"Tadeo Trejo  @Tadeo1510 42m 42 minutes ago More Replying to @moaimx Respuesta de AMLO a la carta de Urzúa  Reply Retweet Like","Tadeo Trejo  ","@Tadeo1510 ","2019-07-09",NA,NA,NA,"REPLYING TO @moaimx Respuesta de AMLO a la carta de Urzúa","","@moaimx","Respuesta, AMLO, Urzúa"
"871",871,"Pimpón  @4lema0 42m 42 minutes ago More La conferencia de prensa de López Obrador sobre la renuncia de Carlos Urzúa es en serio de MIEDO.  AMLO no luce preocupado, sonríe cínicamente. Él vive en otro país, él tiene otro datos, incluso que su propio gabinete. Reply Retweet Like 2","Pimpón  ","@4lema0 ","2019-07-09",NA,2,NA,"La conferencia de prensa de López Obrador sobre la renuncia de Carlos Urzúa es en serio de MIEDO.  AMLO no luce preocupado, sonríe cínicamente. Él vive en otro país, él tiene otro datos, incluso que su propio gabinete.","","","La, López, Obrador, Carlos, Urzúa, MIEDO, AMLO"
"872",872,"Rosario Guerra  @Rosariodf 42m 42 minutes ago More Ya nos cargó el payaso ! Deja Urzúa la SHCP y quedamos con puros radicales chairos! El encargado Arturo Herrera siempre descalificado por AMLO! Reply Retweet 1 Like 1","Rosario Guerra  ","@Rosariodf ","2019-07-09",1,1,NA,"Ya nos cargó el payaso ! Deja Urzúa la SHCP y quedamos con puros radicales chairos! El encargado Arturo Herrera siempre descalificado por AMLO!","","","Ya, Deja, Urzúa, SHCP, El, Arturo, Herrera, AMLO"
"873",873,"Puebla Roja  @pueblarojamx 42m 42 minutes ago More #LoÚltimo Renuncia Carlos Urzúa a la Secretaría de Hacienda (@Hacienda_Mexico) con carta en Twitter http://contrastesdepuebla.mx/renuncia-carlos-urzua-a-la-secretaria-de-hacienda-con-carta-en-twitter … This media may contain sensitive material. Learn more View Reply Retweet Like","Puebla Roja  ","@pueblarojamx ","2019-07-09",NA,NA,NA,"#LoÚltimo Renuncia Carlos Urzúa a la Secretaría de Hacienda (@Hacienda_Mexico) con carta en Twitter http://contrastesdepuebla.mx/renuncia-carlos-urzua-a-la-secretaria-de-hacienda-con-carta-en-twitter … This media may contain sensitive material. Learn more View","#LoÚltimo","@Hacienda_Mexico","LoÚltimo, Renuncia, Carlos, Urzúa, Secretaría, Hacienda, Twitter, This, Learn, View"
"874",874,"Luis Ceballos  @licluisceballos 42m 42 minutes ago More Dólar se dispara tras renuncia de Urzúa  Reply Retweet Like","Luis Ceballos  ","@licluisceballos ","2019-07-09",NA,NA,NA,"Dólar se dispara tras renuncia de Urzúa","","","Dólar, Urzúa"
"875",875,"Adán Daniel  @AdanDaniel_ 42m 42 minutes ago More La cara de felicidad del nuevo secretario de Hacienda Arturo Herrera lo dice todo. Lo anterior tras la salida de Carlos Urzúa.  Reply Retweet Like 3","Adán Daniel  ","@AdanDaniel_ ","2019-07-09",NA,3,NA,"La cara de felicidad del nuevo secretario de Hacienda Arturo Herrera lo dice todo. Lo anterior tras la salida de Carlos Urzúa.","","","La, Hacienda, Arturo, Herrera, Lo, Carlos, Urzúa"
"876",876,"Manuel Blanco Rio  @dir252 42m 42 minutes ago More Carlos Urzúa renuncia a la Secretaría de Hacienda  Reply Retweet Like","Manuel Blanco Rio  ","@dir252 ","2019-07-09",NA,NA,NA,"Carlos Urzúa renuncia a la Secretaría de Hacienda","","","Carlos, Urzúa, Secretaría, Hacienda"
"877",877,"Revista Réplica  @Replicamexico 42m 42 minutes ago More Renuncia el secretario de Hacienda de México, Carlos Urzúa https://cnnespanol.cnn.com/2019/07/09/renuncia-el-secretario-de-hacienda-de-mexico-carlos-urzua/ … vía @cnnee Reply Retweet Like","Revista Réplica  ","@Replicamexico ","2019-07-09",NA,NA,NA,"Renuncia el secretario de Hacienda de México, Carlos Urzúa https://cnnespanol.cnn.com/2019/07/09/renuncia-el-secretario-de-hacienda-de-mexico-carlos-urzua/ … vía @cnnee","","@cnnee","Renuncia, Hacienda, México, Carlos, Urzúa"
"878",878,"yourfather  @quicobarr 42m 42 minutes ago More Replying to @memobarba En breve vendrán las degradaciones de las distintas calificadoras sobre el riesgo país. Urzúa lo ha visto venir y mejor dejar expuesto al inútil e irse antes de que le cuelguen el milagrito. Reply Retweet Like 1","yourfather  ","@quicobarr ","2019-07-09",NA,1,NA,"REPLYING TO @memobarba En breve vendrán las degradaciones de las distintas calificadoras sobre el riesgo país. Urzúa lo ha visto venir y mejor dejar expuesto al inútil e irse antes de que le cuelguen el milagrito.","","@memobarba","En, Urzúa"
"879",879,"SOMOS LOPEZOBRADORISTAS  @lopezobradormx 42m 42 minutes ago More Carta de renuncia completa de Carlos Urzúa a López Obrador.  Reply Retweet Like","SOMOS LOPEZOBRADORISTAS  ","@lopezobradormx ","2019-07-09",NA,NA,NA,"Carta de renuncia completa de Carlos Urzúa a López Obrador.","","","Carta, Carlos, Urzúa, López, Obrador"
"880",880,"Benjamin Gonzalez R  @Bgonzalezroaro 42m 42 minutes ago More Replying to @FedericoArreola Pregúntale a Urzúa. Reply Retweet Like","Benjamin Gonzalez R  ","@Bgonzalezroaro ","2019-07-09",NA,NA,NA,"REPLYING TO @FedericoArreola Pregúntale a Urzúa.","","@FedericoArreola","Pregúntale, Urzúa"
"881",881,"Humberto Aguilar S™  @beto_aguisa 42m 42 minutes ago More Replying to @lopezobrador_ ¿Si notó Sr. PRESIDENTE que Carlos Urzúa le dijo pendejo en su carta de renuncia a la SHCP?  ¿ o nos seguimos haciendo pendejos?  Reply 1 Retweet 10 Like 34","Humberto Aguilar S","@beto_aguisa ","2019-07-09",10,34,NA,"™REPLYING TO @lopezobrador_ ¿Si notó Sr. PRESIDENTE que Carlos Urzúa le dijo pendejo en su carta de renuncia a la SHCP?  ¿ o nos seguimos haciendo pendejos?","","@lopezobrador_","Si, Sr, PRESIDENTE, Carlos, Urzúa, SHCP"
"882",882,"Jaime Almonte Alvarez  @JaimeAlmonteA 42m 42 minutes ago More Perfilan a Herrera para suplir a Urzúa - Vía @reforma Reply Retweet Like","Jaime Almonte Alvarez  ","@JaimeAlmonteA ","2019-07-09",NA,NA,NA,"Perfilan a Herrera para suplir a Urzúa - Vía @reforma","","@reforma","Perfilan, Herrera, Urzúa, Vía"
"883",883,"Noticieros GREM  @NoticierosGREM 42m 42 minutes ago More #Finanzas El dólar sube 35 centavos, de $19.20 a $19.55, tras la renuncia de Carlos Urzúa a la Secretaría de Hacienda #SHCP #NoticierosGREM#Entératehttps://bit.ly/30pqRcs  Reply Retweet Like 2","Noticieros GREM  ","@NoticierosGREM ","2019-07-09",NA,2,NA,"#Finanzas El dólar sube 35 centavos, de $19.20 a $19.55, tras la renuncia de Carlos Urzúa a la Secretaría de Hacienda #SHCP #NoticierosGREM#Entératehttps://bit.ly/30pqRcs","#Finanzas, #SHCP, #NoticierosGREM, #Entératehttps","","Finanzas, El, Carlos, Urzúa, Secretaría, Hacienda, SHCP, NoticierosGREM, Entératehttps, Rcs"
"884",884,"Daniel E Valles  @ELMEOYODLASUNTO 42m 42 minutes ago More Imponderables que la autocracia no puede detener. Mucho menos preveer. Pero sí sufrir. Se dispara el dólar a 19.55 X 1 por renuncia de C. Urzúa. https://www.eluniversal.com.mx/cartera/se-dispara-dolar-hasta-los-1955-pesos-por-renuncia-de-secretario-de-hacienda … Reply Retweet Like","Daniel E Valles  ","@ELMEOYODLASUNTO ","2019-07-09",NA,NA,NA,"Imponderables que la autocracia no puede detener. Mucho menos preveer. Pero sí sufrir. Se dispara el dólar a 19.55 X 1 por renuncia de C. Urzúa. https://www.eluniversal.com.mx/cartera/se-dispara-dolar-hasta-los-1955-pesos-por-renuncia-de-secretario-de-hacienda …","","","Imponderables, Mucho, Pero, Se, Urzúa"
"885",885,"Adrian Valencia  @vudurojo 42m 42 minutes ago More Y ahí continúa desmoronándose este gobierno #morenista de #cuarta.   La renuncia de #Urzúa confirma dos cosas:   1. Reclutaron amigos, no talento. 2. No hay margen de maniobra, hay una inoperatividad histórica en la administración pública federal. Reply Retweet Like","Adrian Valencia  ","@vudurojo ","2019-07-09",NA,NA,NA,"Y ahí continúa desmoronándose este gobierno #morenista de #cuarta.   La renuncia de #Urzúa confirma dos cosas:   1. Reclutaron amigos, no talento. 2. No hay margen de maniobra, hay una inoperatividad histórica en la administración pública federal.","#morenista, #cuarta, #Urzúa","","La, Urzúa, Reclutaron, No"
"886",886,"Juan Tapia  @djjuanmx 42m 42 minutes ago More @hdemauleon @CiroGomezL @ElFinanciero_Mx @SergioSarmiento  alguien sabe si el secretario de hacienda Carlos Urzúa ya renuncio? De ser cierto, por favor que el imss ya tenga para medicinas!!! Reply Retweet Like","Juan Tapia  ","@djjuanmx ","2019-07-09",NA,NA,NA,"@hdemauleon @CiroGomezL @ElFinanciero_Mx @SergioSarmiento  alguien sabe si el secretario de hacienda Carlos Urzúa ya renuncio? De ser cierto, por favor que el imss ya tenga para medicinas!!!","","@hdemauleon, @CiroGomezL, @ElFinanciero_Mx, @SergioSarmiento","Carlos, Urzúa, De"
"887",887,"Milenio.com Verified account  @Milenio 42m 42 minutes ago More #ENVIVO por @mileniotv:   Manuel Somoza (@CISomozaMusi) habla sobre la renuncia de Carlos Urzúa como secretario de Hacienda  Reply 1 Retweet 4 Like 4","Milenio","@Milenio ","2019-07-09",4,4,1,".#ENVIVO por @mileniotv:   Manuel Somoza (@CISomozaMusi) habla sobre la renuncia de Carlos Urzúa como secretario de Hacienda","#ENVIVO","@mileniotv, @CISomozaMusi","ENVIVO, Manuel, Somoza, Carlos, Urzúa, Hacienda"
"888",888,"pompilio_hp  @pompilio_hp 43m 43 minutes ago More Replying to @CarlosUrzuaSHCP @goliveros Se agradece Su Sinceridad y ética Sr Urzua Reply Retweet Like","pompilio_hp  ","@pompilio_hp ","2019-07-09",NA,NA,NA,"REPLYING TO @CarlosUrzuaSHCP @goliveros Se agradece Su Sinceridad y ética Sr Urzua","","@CarlosUrzuaSHCP, @goliveros","Se, Su, Sinceridad, Sr, Urzua"
"889",889,"Josué Morales  @VicJosueMorales 43m 43 minutes ago More Josué Morales Retweeted Carlos Loret de Mola No se que me preocupa mas... que se vaya Urzua o que Herrera no vea la gravedad del problema...  #ineptos #SHCP Josué Morales added, 0:44 Carlos Loret de Mola Verified account  @CarlosLoret El subsecretario de Hacienda, Arturo Herrera adelanta que presidente @lopezobrador_ dará mensaje. Herrera rechazó que renuncia de Urzúa sea motivo de preocupación.  Reply Retweet Like","Josué Morales  ","@VicJosueMorales ","2019-07-09",NA,NA,NA,"Josué Morales Retweeted Carlos Loret de Mola No se que me preocupa mas... que se vaya Urzua o que Herrera no vea la gravedad del problema...  #ineptos #SHCP Josué Morales added, 0:44 Carlos Loret de Mola Verified account  @CarlosLoret El subsecretario de Hacienda, Arturo Herrera adelanta que presidente @lopezobrador_ dará mensaje. Herrera rechazó que renuncia de Urzúa sea motivo de preocupación.","#ineptos, #SHCP","@CarlosLoret, @lopezobrador_","Josué, Morales, Retweeted, Carlos, Loret, Mola, No, Urzua, Herrera, SHCP, Josué, Morales, Carlos, Loret, Mola, Verified, El, Hacienda, Arturo, Herrera, Herrera, Urzúa"
"890",890,"Marian Malpica  @marianmalpica 43m 43 minutes ago More Marian Malpica Retweeted Netflix Latinoamérica ""Carlos Urzúa renuncia""  Marian Malpica added, Netflix Latinoamérica Verified account  @NetflixLAT Caption this.  Show this thread Reply Retweet 1 Like 2","Marian Malpica  ","@marianmalpica ","2019-07-09",1,2,NA,"Marian Malpica Retweeted Netflix Latinoamérica ""Carlos Urzúa renuncia""  Marian Malpica added, Netflix Latinoamérica Verified account  @NetflixLAT Caption this.  Show this thread","","@NetflixLAT","Marian, Malpica, Retweeted, Netflix, Latinoamérica, Carlos, Urzúa, Marian, Malpica, Netflix, Latinoamérica, Verified, Caption, Show"
"891",891,"SIPSE.com  @SIPSE 43m 43 minutes ago More Dólar se dispara tras renuncia de Carlos Urzúa http://dlvr.it/R85dTc  This media may contain sensitive material. Learn more View Reply Retweet 2 Like","SIPSE","@SIPSE ","2019-07-09",2,NA,NA,".Dólar se dispara tras renuncia de Carlos Urzúa http://dlvr.it/R85dTc  This media may contain sensitive material. Learn more View","","","Dólar, Carlos, Urzúa, R85dTc, This, Learn, View"
"892",892,"Lego  @enriquelego 43m 43 minutes ago More Ahora que veo el mensaje de @lopezobrador_ diciéndole adiós a Carlos Urzúa y nombrando a Arturo Herrera como el nuevo titular de la SHCP, esos 7 minutos de video se resumen con esta imagen...  Reply Retweet Like","Lego  ","@enriquelego ","2019-07-09",NA,NA,NA,"Ahora que veo el mensaje de @lopezobrador_ diciéndole adiós a Carlos Urzúa y nombrando a Arturo Herrera como el nuevo titular de la SHCP, esos 7 minutos de video se resumen con esta imagen...","","@lopezobrador_","Ahora, Carlos, Urzúa, Arturo, Herrera, SHCP"
"893",893,"Miguel Polanco  @magomezpolanco 43m 43 minutes ago More Replying to @lopezobrador_ A todo dar la rapidez, presi (ojalá así hablara también).  Ora ya nomás quedamos a la espera de que nos explique con sus ya tradicionales “otros datos” a qué se refería Urzua con lo del influyentismo, conflicto de interés y designación de funcionarios sin conocimiento, por fis. Reply Retweet 3 Like 17","Miguel Polanco  ","@magomezpolanco ","2019-07-09",3,17,NA,"REPLYING TO @lopezobrador_ A todo dar la rapidez, presi (ojalá así hablara también).  Ora ya nomás quedamos a la espera de que nos explique con sus ya tradicionales “otros datos” a qué se refería Urzua con lo del influyentismo, conflicto de interés y designación de funcionarios sin conocimiento, por fis.","","@lopezobrador_","Ora, Urzua"
"894",894,"Jaime Almonte Alvarez  @JaimeAlmonteA 43m 43 minutes ago More Estalla Urzúa; deja al Gobierno - Vía @reforma Reply Retweet Like","Jaime Almonte Alvarez  ","@JaimeAlmonteA ","2019-07-09",NA,NA,NA,"Estalla Urzúa; deja al Gobierno - Vía @reforma","","@reforma","Estalla, Urzúa, Gobierno, Vía"
"895",895,"Paco Iglesias  @pacoiglesias 43m 43 minutes ago More Me resultó inaceptable la imposición de funcionarios que no tienen conocimientos !! no mames urzúa el 90% son así ! Reply Retweet Like","Paco Iglesias  ","@pacoiglesias ","2019-07-09",NA,NA,NA,"Me resultó inaceptable la imposición de funcionarios que no tienen conocimientos !! no mames urzúa el 90% son así !","","","Me"
"896",896,"Compa Gabriel Osorno Oficial   🦕  @PianisteGabriel 43m 43 minutes ago More Replying to @lopezobrador_ Vayan a rogarle a Urzua que regrese! Por el amor de Dios Reply Retweet Like","Compa Gabriel Osorno Oficial   ","@PianisteGabriel ","2019-07-09",NA,NA,NA,"🦕REPLYING TO @lopezobrador_ Vayan a rogarle a Urzua que regrese! Por el amor de Dios","","@lopezobrador_","Vayan, Urzua, Por, Dios"
"897",897,"SOMOS LOPEZOBRADORISTAS  @lopezobradormx 43m 43 minutes ago More Replying to @lopezobrador_ Urzúa nunca se hizo a la idea de que no se podía seguir trabajando bajo las premisas neoliberales en las que fue educado. Ni hablar, así son los cambios, tienen sus ""crisis curativas"", pero todo malestar es para bien. Reply 2 Retweet 2 Like 2","SOMOS LOPEZOBRADORISTAS  ","@lopezobradormx ","2019-07-09",2,2,NA,"REPLYING TO @lopezobrador_ Urzúa nunca se hizo a la idea de que no se podía seguir trabajando bajo las premisas neoliberales en las que fue educado. Ni hablar, así son los cambios, tienen sus ""crisis curativas"", pero todo malestar es para bien.","","@lopezobrador_","Urzúa, Ni"
"898",898,"Informativo 102  @Informativo102 43m 43 minutes ago More Tras la renuncia de Carlos Urzúa a la Secretaría de Hacienda, el Secretario general de Gobierno de #Puebla, @Fer_Manzanilla, confío en que quién lo sustituya tenga un perfil que permita garantizar la estabilidad del país. Vía @ClausEspinoza Reply Retweet Like 1","Informativo 102  ","@Informativo102 ","2019-07-09",NA,1,NA,"Tras la renuncia de Carlos Urzúa a la Secretaría de Hacienda, el Secretario general de Gobierno de #Puebla, @Fer_Manzanilla, confío en que quién lo sustituya tenga un perfil que permita garantizar la estabilidad del país. Vía @ClausEspinoza","#Puebla","@Fer_Manzanilla, @ClausEspinoza","Tras, Carlos, Urzúa, Secretaría, Hacienda, Secretario, Gobierno, Puebla, Vía"
"899",899,"Cuarta Transformación  @4Transformacion 43m 43 minutes ago More •@lopezobrador_  | Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad. Es de toda mi confianza.  Andrés Manuel Reply Retweet Like","Cuarta Transformación  ","@4Transformacion ","2019-07-09",NA,NA,NA,"•@lopezobrador_  | Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez, quien es un profesional en Economía, con virtudes de humanismo y honestidad. Es de toda mi confianza.  Andrés Manuel","","@lopezobrador_","Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez, Economía, Es, Andrés, Manuel"
"900",900,"Efinfo  @EfinfoMx 43m 43 minutes ago More Arturo Herrera sustituirá a Carlos Urzúa como secretario de Hacienda | El Economista @eleconomista Reply Retweet Like","Efinfo  ","@EfinfoMx ","2019-07-09",NA,NA,NA,"Arturo Herrera sustituirá a Carlos Urzúa como secretario de Hacienda | El Economista @eleconomista","","@eleconomista","Arturo, Herrera, Carlos, Urzúa, Hacienda, El, Economista"
"901",901,"Ángeles Ayala Verified account  @AngelesAyalaD 43m 43 minutes ago More Se dispara el dólar tras la renuncia de Carlos Urzúa. Reply 1 Retweet Like","Ángeles Ayala Verified account  ","@AngelesAyalaD ","2019-07-09",NA,NA,1,"Se dispara el dólar tras la renuncia de Carlos Urzúa.","","","Se, Carlos, Urzúa"
"902",902,"Brandon Méndez  @BrandonMndez1 43m 43 minutes ago More Replying to @keynesiano86 @Manuel_Ibarra @CarlosUrzuaSHCP Lo que sigue es que acusen a Urzúa de ""Fifí"". Son un chiste muy desagradable. 10 gramos de crítica, por favor. Reply 1 Retweet Like","Brandon Méndez  ","@BrandonMndez1 ","2019-07-09",NA,NA,NA,"REPLYING TO @keynesiano86 @Manuel_Ibarra @CarlosUrzuaSHCP Lo que sigue es que acusen a Urzúa de ""Fifí"". Son un chiste muy desagradable. 10 gramos de crítica, por favor.","","@keynesiano86, @Manuel_Ibarra, @CarlosUrzuaSHCP","Lo, Urzúa, Fifí, Son"
